Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
"This USGS data file has been deprecated. To continue receiving updates for earthquake information you must switch to the new data format [http://earthquake.usgs.gov/earthquakes/feed/]. In the future, data feeds will be updated and deprecated following our official deprecation policy [http://earthquake.usgs.gov/earthquakes/feed/policy.php]."
ak,10840692,1,"Thursday, November  7, 2013 06:45:32 UTC",62.0292,-150.4158,1.8,35.20,17,"Central Alaska"
nn,00428608,1,"Thursday, November  7, 2013 06:20:25 UTC",37.1370,-114.7863,1.1,18.90, 8,"Nevada"
pr,13311002,0,"Thursday, November  7, 2013 06:14:22 UTC",19.1620,-64.9113,3.2,37.00, 8,"Virgin Islands region"
ak,10840682,1,"Thursday, November  7, 2013 06:04:50 UTC",64.4716,-148.8838,1.2,54.50, 8,"Central Alaska"
ak,10840673,1,"Thursday, November  7, 2013 06:02:11 UTC",59.9153,-154.2193,2.9,100.00,33,"Southern Alaska"
ak,10840672,1,"Thursday, November  7, 2013 06:00:40 UTC",64.6314,-144.5882,2.3,57.00, 7,"Central Alaska"
pr,13311001,0,"Thursday, November  7, 2013 05:59:50 UTC",17.8516,-65.2129,2.8,11.00, 3,"Puerto Rico region"
ak,10840658,2,"Thursday, November  7, 2013 05:43:03 UTC",59.8506,-151.7410,2.7,52.80,46,"Kenai Peninsula, Alaska"
ak,10840655,1,"Thursday, November  7, 2013 05:41:14 UTC",62.3295,-151.6427,1.9,75.70, 8,"Central Alaska"
nc,72102606,0,"Thursday, November  7, 2013 05:29:19 UTC",38.8333,-122.7925,1.2,2.40,15,"Northern California"
ak,10840647,1,"Thursday, November  7, 2013 05:27:23 UTC",63.0847,-151.9719,1.9,1.10, 9,"Central Alaska"
ak,10840642,1,"Thursday, November  7, 2013 05:24:51 UTC",62.0326,-150.4655,2.0,39.60,36,"Central Alaska"
ci,11388530,2,"Thursday, November  7, 2013 05:23:30 UTC",33.9938,-116.9858,1.1,7.80,19,"Southern California"
ak,10840628,2,"Thursday, November  7, 2013 05:13:09 UTC",62.0401,-150.5026,4.3,43.60,65,"Central Alaska"
nc,72102586,1,"Thursday, November  7, 2013 05:03:46 UTC",38.8387,-122.8368,1.4,2.10,27,"Northern California"
ci,11388522,2,"Thursday, November  7, 2013 05:02:37 UTC",35.5748,-118.4298,1.1,2.30,10,"Central California"
ci,11388506,2,"Thursday, November  7, 2013 04:57:10 UTC",35.1153,-118.5227,2.2,1.70,38,"Central California"
nc,72102571,1,"Thursday, November  7, 2013 04:52:52 UTC",38.8168,-122.8192,1.2,2.90,30,"Northern California"
ci,11388498,2,"Thursday, November  7, 2013 04:37:14 UTC",33.0342,-116.5255,1.4,11.10,31,"Southern California"
nc,72102556,0,"Thursday, November  7, 2013 04:11:43 UTC",36.2603,-120.8083,1.5,9.70, 7,"Central California"
nc,72102546,0,"Thursday, November  7, 2013 04:02:49 UTC",40.1072,-120.8965,1.7,9.40, 7,"Northern California"
ci,11388490,2,"Thursday, November  7, 2013 03:56:55 UTC",33.3187,-116.1848,1.0,9.70,17,"Southern California"
ci,11388474,2,"Thursday, November  7, 2013 03:40:55 UTC",35.6520,-118.4710,1.5,10.00,16,"Central California"
nc,72102531,1,"Thursday, November  7, 2013 03:31:14 UTC",36.5645,-121.1643,2.0,7.90,24,"Central California"
ci,11388466,2,"Thursday, November  7, 2013 03:29:11 UTC",35.0648,-118.3490,1.3,2.60,10,"Southern California"
nc,72102526,0,"Thursday, November  7, 2013 03:22:04 UTC",38.8198,-122.8298,1.5,1.60,21,"Northern California"
ak,10840600,1,"Thursday, November  7, 2013 03:17:50 UTC",60.2383,-141.7161,1.1,0.20, 6,"Southern Alaska"
uw,60625816,2,"Thursday, November  7, 2013 02:57:03 UTC",47.8945,-122.5883,1.0,16.10,20,"Puget Sound region, Washington"
ak,10840585,2,"Thursday, November  7, 2013 02:53:09 UTC",61.5276,-148.2588,2.1,26.70,31,"Southern Alaska"
ak,10840576,1,"Thursday, November  7, 2013 02:08:20 UTC",61.5158,-151.4280,1.7,76.50,24,"Southern Alaska"
ak,10840573,1,"Thursday, November  7, 2013 01:49:22 UTC",61.2346,-150.9347,1.6,16.70, 7,"Southern Alaska"
ci,11388458,2,"Thursday, November  7, 2013 01:43:02 UTC",36.2045,-117.8600,1.6,9.30,18,"Central California"
uw,60625786,2,"Thursday, November  7, 2013 01:39:03 UTC",47.6902,-121.9652,1.1,23.80,11,"Puget Sound region, Washington"
ak,10840566,1,"Thursday, November  7, 2013 01:19:13 UTC",63.3208,-145.4274,1.7,0.00, 9,"Central Alaska"
uw,60625776,2,"Thursday, November  7, 2013 00:56:09 UTC",47.7032,-121.9562,1.6,25.20,36,"Puget Sound region, Washington"
ak,10840556,1,"Thursday, November  7, 2013 00:55:52 UTC",63.9141,-148.8721,1.9,0.00,23,"Central Alaska"
pr,13311000,0,"Thursday, November  7, 2013 00:33:58 UTC",19.0785,-64.7369,2.8,60.00, 6,"Virgin Islands region"
ci,11388450,2,"Thursday, November  7, 2013 00:30:23 UTC",35.0293,-117.6743,1.4,0.10,19,"Southern California"
nc,72102451,1,"Thursday, November  7, 2013 00:23:13 UTC",38.8128,-122.8203,1.8,3.20,39,"Northern California"
nc,72102436,1,"Thursday, November  7, 2013 00:14:34 UTC",37.3022,-121.6787,2.2,6.10,52,"Northern California"
nc,72102411,0,"Wednesday, November  6, 2013 23:58:47 UTC",38.8135,-122.8137,1.1,3.30,21,"Northern California"
nm,110713b,A,"Wednesday, November  6, 2013 23:19:47 UTC",36.1183,-89.4552,1.5,14.20,17,"Tennessee"
ak,10840266,1,"Wednesday, November  6, 2013 22:52:44 UTC",59.7597,-151.4466,1.4,48.50, 8,"Kenai Peninsula, Alaska"
nc,72102396,0,"Wednesday, November  6, 2013 22:40:18 UTC",36.5417,-121.1312,1.2,7.00, 9,"Central California"
ak,10840252,1,"Wednesday, November  6, 2013 22:18:34 UTC",63.4824,-146.6530,1.5,7.50, 9,"Central Alaska"
ak,10840242,1,"Wednesday, November  6, 2013 22:08:37 UTC",63.9432,-148.6111,1.3,11.00, 7,"Central Alaska"
uw,60625701,1,"Wednesday, November  6, 2013 22:08:33 UTC",49.3102,-120.4838,2.4,0.00, 9,"British Columbia, Canada"
nc,72102346,0,"Wednesday, November  6, 2013 20:57:36 UTC",37.3217,-122.1120,2.2,0.00, 8,"San Francisco Bay area, California"
nn,00428558,1,"Wednesday, November  6, 2013 20:09:46 UTC",38.3524,-118.6994,2.3,10.20,22,"Nevada"
uw,60624422,1,"Wednesday, November  6, 2013 19:36:43 UTC",43.5735,-123.2617,1.4,0.00,11,"Oregon"
uw,60624402,1,"Wednesday, November  6, 2013 19:11:49 UTC",46.4565,-117.9307,1.9,26.20,14,"Washington"
ak,10840023,1,"Wednesday, November  6, 2013 19:08:09 UTC",63.4926,-146.6853,1.7,0.10,19,"Central Alaska"
ci,11388394,2,"Wednesday, November  6, 2013 19:05:23 UTC",33.7907,-116.9497,1.3,19.70,29,"Southern California"
ak,10840010,2,"Wednesday, November  6, 2013 19:01:19 UTC",61.4636,-152.0908,3.1,111.60,72,"Southern Alaska"
ak,10839997,1,"Wednesday, November  6, 2013 18:39:25 UTC",62.7007,-150.7153,2.2,72.00,41,"Central Alaska"
nc,72102301,1,"Wednesday, November  6, 2013 18:25:44 UTC",38.8380,-122.8385,1.5,2.40,28,"Northern California"
pr,13310007,0,"Wednesday, November  6, 2013 17:59:57 UTC",18.9960,-67.1993,2.9,6.00, 8,"Puerto Rico region"
ak,10839983,1,"Wednesday, November  6, 2013 17:57:29 UTC",56.9359,-155.7355,2.9,65.90,18,"Alaska Peninsula"
ak,10839973,1,"Wednesday, November  6, 2013 17:44:16 UTC",63.8980,-150.7534,1.8,2.70,14,"Central Alaska"
ci,11388386,6,"Wednesday, November  6, 2013 17:42:22 UTC",33.8588,-118.2748,2.8,14.40,84,"Greater Los Angeles area, California"
ak,10839968,1,"Wednesday, November  6, 2013 17:22:03 UTC",60.1726,-152.1198,1.8,31.80, 4,"Southern Alaska"
ci,11388370,2,"Wednesday, November  6, 2013 17:19:46 UTC",33.4345,-116.6747,1.0,11.40,28,"Southern California"
ak,10839962,2,"Wednesday, November  6, 2013 17:05:07 UTC",63.0561,-150.9063,1.3,122.60, 8,"Central Alaska"
ak,10839959,1,"Wednesday, November  6, 2013 16:57:50 UTC",60.2763,-147.1861,1.6,0.00, 7,"Southern Alaska"
ci,11388354,2,"Wednesday, November  6, 2013 16:50:36 UTC",34.0438,-116.9075,1.5,19.60,30,"Southern California"
nc,72102251,0,"Wednesday, November  6, 2013 16:27:22 UTC",38.8122,-122.8140,1.1,3.00,18,"Northern California"
nc,72102241,0,"Wednesday, November  6, 2013 16:22:17 UTC",36.5637,-121.1593,1.5,7.90, 8,"Central California"
hv,60587851,2,"Wednesday, November  6, 2013 15:42:08 UTC",19.3873,-155.2815,1.9,2.50,46,"Island of Hawaii, Hawaii"
ak,10839945,1,"Wednesday, November  6, 2013 15:40:13 UTC",62.8524,-150.6393,1.6,14.90, 9,"Central Alaska"
nn,00428521,1,"Wednesday, November  6, 2013 15:23:49 UTC",38.6147,-119.1635,1.5,12.50,14,"Nevada"
nc,72102201,1,"Wednesday, November  6, 2013 15:17:39 UTC",40.2942,-124.4545,2.1,19.30,11,"offshore Northern California"
hv,60587846,1,"Wednesday, November  6, 2013 15:11:21 UTC",19.1367,-155.4288,2.2,40.00,11,"Island of Hawaii, Hawaii"
nc,72102186,0,"Wednesday, November  6, 2013 15:11:21 UTC",36.5598,-121.1597,1.5,5.00, 6,"Central California"
pr,13310006,0,"Wednesday, November  6, 2013 14:55:21 UTC",18.5375,-67.4489,2.6,18.00, 7,"Puerto Rico region"
ak,10839926,2,"Wednesday, November  6, 2013 14:36:23 UTC",60.0420,-152.9876,2.3,105.10,31,"Southern Alaska"
nc,72102156,1,"Wednesday, November  6, 2013 14:23:42 UTC",38.8035,-122.8105,2.4,0.70,50,"Northern California"
nc,72102151,0,"Wednesday, November  6, 2013 14:18:05 UTC",37.5360,-121.3083,2.4,12.70, 8,"Northern California"
ci,11388322,2,"Wednesday, November  6, 2013 14:14:32 UTC",34.5087,-118.8755,2.4,0.00,26,"Southern California"
ak,10839910,1,"Wednesday, November  6, 2013 14:13:03 UTC",62.4628,-149.8711,2.3,57.60,41,"Central Alaska"
ci,11388314,2,"Wednesday, November  6, 2013 13:54:57 UTC",33.2458,-116.2530,1.2,10.30,26,"Southern California"
hv,60587821,2,"Wednesday, November  6, 2013 13:47:00 UTC",19.3617,-155.0792,2.2,6.00,61,"Island of Hawaii, Hawaii"
ci,11388306,2,"Wednesday, November  6, 2013 13:38:24 UTC",33.2397,-115.6860,1.1,0.20,12,"Southern California"
ak,10839895,1,"Wednesday, November  6, 2013 13:29:32 UTC",63.0923,-149.2273,1.3,76.80,10,"Central Alaska"
nc,72102131,5,"Wednesday, November  6, 2013 13:26:07 UTC",36.1967,-120.7623,2.9,8.50,104,"Central California"
nn,00428507,1,"Wednesday, November  6, 2013 13:14:49 UTC",36.1524,-115.3969,1.2,10.20,12,"Nevada"
nn,00428505,1,"Wednesday, November  6, 2013 12:27:16 UTC",38.2698,-118.4029,1.1,4.00, 4,"Nevada"
ci,11388266,2,"Wednesday, November  6, 2013 12:23:20 UTC",32.9835,-116.3487,1.4,11.70,30,"Southern California"
ci,11388250,2,"Wednesday, November  6, 2013 11:54:37 UTC",33.4343,-116.6687,1.2,15.20,19,"Southern California"
ci,11388242,2,"Wednesday, November  6, 2013 11:54:02 UTC",33.4307,-116.6587,1.2,15.20,18,"Southern California"
ci,11388234,2,"Wednesday, November  6, 2013 11:38:46 UTC",33.4358,-116.6698,1.4,15.40,14,"Southern California"
ak,10839873,1,"Wednesday, November  6, 2013 11:38:42 UTC",61.1496,-152.3911,1.1,13.70,14,"Southern Alaska"
ak,10839871,1,"Wednesday, November  6, 2013 11:35:51 UTC",61.5006,-150.7366,1.4,39.60, 7,"Southern Alaska"
pr,13310005,0,"Wednesday, November  6, 2013 11:12:55 UTC",18.3586,-67.2938,2.2,19.00,11,"Mona Passage, Puerto Rico"
ak,10839860,1,"Wednesday, November  6, 2013 11:12:14 UTC",60.0155,-141.3982,1.9,0.80,18,"Southern Alaska"
ak,10839855,1,"Wednesday, November  6, 2013 11:00:22 UTC",62.3571,-149.0875,1.3,1.30, 5,"Central Alaska"
nc,72102061,0,"Wednesday, November  6, 2013 10:43:58 UTC",38.7882,-122.7630,1.1,2.00,17,"Northern California"
ak,10839844,2,"Wednesday, November  6, 2013 10:18:22 UTC",53.3855,-163.5745,3.5,31.60,16,"Unimak Island region, Alaska"
ci,11388186,4,"Wednesday, November  6, 2013 10:10:33 UTC",33.9407,-118.3253,1.6,17.90,41,"Greater Los Angeles area, California"
ci,37163341,2,"Wednesday, November  6, 2013 10:06:18 UTC",33.9408,-118.3308,1.5,18.50,29,"Greater Los Angeles area, California"
ci,37163333,2,"Wednesday, November  6, 2013 10:06:03 UTC",33.9352,-118.3257,1.4,19.90,18,"Greater Los Angeles area, California"
ci,11388178,5,"Wednesday, November  6, 2013 10:05:49 UTC",33.9388,-118.3210,1.5,17.80,33,"Greater Los Angeles area, California"
ci,11388170,4,"Wednesday, November  6, 2013 10:04:20 UTC",33.9427,-118.3395,1.2,18.40,20,"Greater Los Angeles area, California"
nc,72102051,0,"Wednesday, November  6, 2013 09:57:42 UTC",37.5263,-118.8235,1.1,7.10, 9,"Central California"
ci,11388154,5,"Wednesday, November  6, 2013 09:30:00 UTC",35.1765,-117.1258,2.2,3.80,39,"Southern California"
ci,11388138,4,"Wednesday, November  6, 2013 08:23:38 UTC",35.0610,-118.3487,1.8,3.50,19,"Southern California"
nc,72101986,1,"Wednesday, November  6, 2013 08:23:31 UTC",38.8195,-122.8108,1.2,3.60,24,"Northern California"
ci,11388130,4,"Wednesday, November  6, 2013 08:23:29 UTC",35.0577,-118.3515,1.1,4.20,15,"Southern California"
ak,10839821,1,"Wednesday, November  6, 2013 08:12:32 UTC",60.2321,-150.1224,2.4,32.40,27,"Kenai Peninsula, Alaska"
nc,72101961,0,"Wednesday, November  6, 2013 07:56:44 UTC",38.7638,-122.7417,1.2,2.40,21,"Northern California"
ak,10839814,2,"Wednesday, November  6, 2013 07:53:10 UTC",51.6407,-175.0666,3.2,25.60, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10839807,2,"Wednesday, November  6, 2013 07:49:54 UTC",62.8932,-148.8452,2.8,13.10,51,"Central Alaska"
ak,10839798,1,"Wednesday, November  6, 2013 07:30:07 UTC",60.5658,-151.5557,2.0,72.70,14,"Kenai Peninsula, Alaska"
nn,00428497,1,"Wednesday, November  6, 2013 07:29:58 UTC",37.3482,-117.1327,1.3,8.40,14,"Nevada"
ak,10839792,1,"Wednesday, November  6, 2013 07:22:31 UTC",62.2609,-145.7791,2.1,0.10,19,"Central Alaska"
nc,72101941,1,"Wednesday, November  6, 2013 07:22:25 UTC",37.8928,-122.2225,1.8,6.80,37,"San Francisco Bay area, California"
ak,10839784,1,"Wednesday, November  6, 2013 06:34:32 UTC",62.2974,-145.7317,2.0,9.50,15,"Central Alaska"
nn,00428495,1,"Wednesday, November  6, 2013 06:26:50 UTC",39.6716,-119.6919,1.1,10.70,10,"Nevada"
ak,10839775,1,"Wednesday, November  6, 2013 06:11:58 UTC",61.8888,-151.8405,2.4,100.00,39,"Southern Alaska"
ak,10839769,2,"Wednesday, November  6, 2013 06:04:26 UTC",60.0711,-140.6494,2.5,1.20,31,"Southern Yukon Territory, Canada"
hv,60587606,2,"Wednesday, November  6, 2013 05:00:25 UTC",19.3305,-155.1030,2.5,6.20,69,"Island of Hawaii, Hawaii"
ak,10839760,1,"Wednesday, November  6, 2013 04:53:50 UTC",63.8509,-148.5460,1.8,100.00,19,"Central Alaska"
pr,13310003,0,"Wednesday, November  6, 2013 04:41:00 UTC",18.8075,-65.5870,2.7,41.00, 6,"Puerto Rico region"
nc,72101891,0,"Wednesday, November  6, 2013 04:17:34 UTC",38.8055,-122.8265,1.0,2.80,17,"Northern California"
ak,10839747,1,"Wednesday, November  6, 2013 04:13:21 UTC",60.3293,-141.2413,2.1,7.40,23,"Southern Alaska"
nc,71075664,2,"Wednesday, November  6, 2013 04:09:57 UTC",40.5487,-121.6630,1.0,8.40,14,"Northern California"
nc,72101881,0,"Wednesday, November  6, 2013 04:09:33 UTC",38.8162,-122.8208,1.2,3.00,21,"Northern California"
nc,72101876,1,"Wednesday, November  6, 2013 03:54:56 UTC",37.3855,-118.4537,2.0,13.00,19,"Central California"
pr,13310004,0,"Wednesday, November  6, 2013 03:51:07 UTC",18.8630,-64.8287,2.7,69.00, 4,"Virgin Islands region"
ak,10839740,1,"Wednesday, November  6, 2013 03:44:52 UTC",64.8753,-149.4518,1.5,13.70,12,"Central Alaska"
ak,10839737,1,"Wednesday, November  6, 2013 03:32:11 UTC",63.5398,-147.3267,1.7,0.00,15,"Central Alaska"
uu,60043817,2,"Wednesday, November  6, 2013 03:24:28 UTC",38.9633,-111.3967,1.1,2.20,10,"Utah"
ci,11388082,4,"Wednesday, November  6, 2013 03:15:39 UTC",33.7880,-116.1773,1.3,2.20,38,"Southern California"
ci,11388066,4,"Wednesday, November  6, 2013 02:51:22 UTC",33.1332,-115.6407,1.3,1.60,24,"Southern California"
ci,11388058,4,"Wednesday, November  6, 2013 02:48:34 UTC",33.1290,-115.6507,1.2,0.00,23,"Southern California"
ak,10839728,1,"Wednesday, November  6, 2013 02:31:30 UTC",64.9505,-150.6509,1.6,0.00, 6,"Central Alaska"
ak,10839719,1,"Wednesday, November  6, 2013 02:25:17 UTC",64.1479,-147.2413,2.0,1.80,26,"Central Alaska"
nc,72101856,1,"Wednesday, November  6, 2013 02:22:51 UTC",38.8228,-122.8065,2.1,3.10,44,"Northern California"
nc,72101851,1,"Wednesday, November  6, 2013 02:06:47 UTC",38.8177,-122.8190,2.6,2.70,58,"Northern California"
ak,10839705,2,"Wednesday, November  6, 2013 02:05:02 UTC",61.4275,-146.1545,2.4,8.40,47,"Southern Alaska"
pr,13310001,0,"Wednesday, November  6, 2013 02:01:49 UTC",18.0659,-67.0692,2.3,23.00,13,"Puerto Rico"
uu,60043812,4,"Wednesday, November  6, 2013 01:50:33 UTC",44.7562,-110.8325,1.2,6.20,14,"Yellowstone National Park, Wyoming"
ci,11388042,4,"Wednesday, November  6, 2013 01:07:32 UTC",34.2460,-117.4783,1.1,14.40,19,"Southern California"
nc,72101841,2,"Wednesday, November  6, 2013 00:49:52 UTC",41.2123,-122.1115,1.8,6.30,25,"Northern California"
pr,13310000,0,"Wednesday, November  6, 2013 00:40:31 UTC",18.2905,-67.6276,3.2,114.00,17,"Mona Passage, Puerto Rico"
